,NPI,ProviderFirstName,ProviderLastName(LegalName),ProviderOrganizationName(LegalBusinessName),EntityTypeCode,HealthcareProviderTaxonomyCode,communityId,Code,Grouping,Classification,Specialization,Definition,Notes,Display Name,Section
930,1003071333,JAYASHREE,NATHAN,,1.0,207Q00000X,5132,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
931,1972754315,,,"DONELSON FAMILY PRACTICE, PLLC",2.0,207Q00000X,291,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
932,1144452756,,,"ALICIA A. HALL, MD, INC.",2.0,207Q00000X,2352,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
933,1659375228,GARY,SMITH,,1.0,207Q00000X,1686,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
934,1043203516,THOMAS,STRUBLE,,1.0,207Q00000X,4924,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
935,1821258393,RICHARD,SADOWSKI,,1.0,207Q00000X,6713,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
936,1790710978,HAROLD,NEVELS,,1.0,207Q00000X,6578,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
937,1508928458,AMARESH,MISRA,,1.0,207Q00000X,5141,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
938,1538433230,SAIMA,AHMED,,1.0,207Q00000X,8327,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
939,1033246640,OUIDA,COLLINS,,1.0,207Q00000X,4435,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
940,1063458255,BRENT,COIL,,1.0,207Q00000X,2410,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
941,1801836259,CAROLYN,LIGHTFORD,,1.0,207Q00000X,2410,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
942,1891963591,DANIEL,MCGEE,,1.0,207Q00000X,2410,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
943,1619254141,NIKA,FERDOWSI,,1.0,207Q00000X,2410,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
944,1255400362,FRITZ,WAWA,,1.0,207Q00000X,2629,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
945,1346507423,JOHN,DUCEY,,1.0,207Q00000X,2683,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
946,1447570098,JONATHAN,PESCO,,1.0,207Q00000X,10431,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
947,1861863961,,,WATSON PRIMARY CARE PLLC,2.0,207Q00000X,2629,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
948,1750524260,FATIMAH,SYED,,1.0,207Q00000X,5132,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
949,1114952983,ANH,MEADOWS,,1.0,207Q00000X,2683,207Q00000X,Allopathic & Osteopathic Physicians,Family Medicine,,"Family Medicine is the medical specialty which is concerned with the total health care of the individual and the family. It is the specialty in breadth which integrates the biological, clinical, and behavioral sciences. The scope of family medicine is not limited by age, sex, organ system, or disease entity.","Source:  American Board of Family Medicine [1/1/2007: changed title; 7/1/2007: added definition, added source; 7/1/2017: modified definition]<br/>Note:  The American Osteopathic Board of Family Physicians certification includes extensive use of Osteopathic Manipulative Treatment (OMT), which integrates the biological, clinical, and behavioral sciences.<br/>Additional Resources:  American Board of Family Medicine, www.theabfm.org.  American Osteopathic Board of Family Physicians, www.osteopathic.org/certification<br/>Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine. Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Physicians or the American Board of Family Medicine.",Family Medicine Physician,Individual
